ball_base_t1,2.1450988972306146,31.94051110063115,0.0,0.0,0.0,10.501303915480658,126.92536070111117,2.439616971186256,0.0,0.0
ball_base_t2,2.6431191611427587,5.433549927993668,0.0,0.0,0.0,5.116403271575978,68.4368890732478,2.2474517061774653,0.0,0.0
ball_base_t3,2.2769426607624537,11.414052356931066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ball_base_t4,0.0,2.344859808176173,0.0,0.0,0.0,0.0,2.051232080969874,0.0,0.0,0.0
ball_base_t5,2.126450509652176,71.8657315332434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ball_basket_t1,0.0,0.0,0.0,0.0,0.0,0.0,85.41514621103778,0.0,0.0,0.0
ball_basket_t2,2.8211497744713947,8.038827878899903,0.0,0.0,0.0,2.221027455931151,0.0,0.0,0.0,0.0
ball_basket_t3,0.0,2.3398373127206944,0.0,0.0,0.0,0.0,39.41160351281292,0.0,0.0,0.0
ball_basket_t4,0.0,4.200927262143591,0.0,0.0,0.0,0.0,75.92474035112261,0.0,0.0,0.0
ball_basket_t5,0.0,6.5965118135499345,2.875717191397652,0.0,0.0,0.0,83.23687935431107,0.0,0.0,0.0
ball_blue_t1,0.0,7.608764186051054,0.0,0.0,2.22306453934653,7.008783967841574,73.0934767383165,2.1434786147279383,2.261654140225689,0.0
ball_blue_t2,0.0,0.0,0.0,0.0,0.0,2.307684477999538,50.523634727019854,0.0,0.0,0.0
ball_blue_t3,2.633641410670785,2.8463876369883288,2.0374641542859107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ball_blue_t4,0.0,0.0,0.0,0.0,5.383025172985976,7.061337692956886,83.54679330353449,9.482784631123035,0.0,0.0
ball_blue_t5,0.0,2.1010970896177072,0.0,0.0,0.0,0.0,46.28166700735938,0.0,0.0,0.0
ball_transparent_t1,0.0,2.133765591624347,0.0,0.0,0.0,2.0357391832206795,216.22145638775552,6.1555530213737155,0.0,0.0
ball_transparent_t2,2.2829411665656214,25.927080777163678,0.0,0.0,4.375416372549608,16.16276881853505,163.87800686391256,4.121081967637585,0.0,0.0
ball_transparent_t3,0.0,2.29816780283773,0.0,0.0,4.779747791117899,2.107638388392326,169.93800007089558,6.959298396975326,0.0,0.0
ball_transparent_t4,0.0,2.3468874067581513,0.0,0.0,0.0,0.0,165.3871967173656,0.0,0.0,0.0
ball_transparent_t5,4.946377376072457,103.00086784239951,18.747165925673777,0.0,0.0,0.0,99.65423689615872,0.0,0.0,4.524616215925361
ball_yellow_purple_t1,7.129407852319305,2.0975615557117746,2.0795156961177286,0.0,0.0,6.8467948833972505,89.03981706663585,0.0,0.0,0.0
ball_yellow_purple_t2,2.30970472288126,10.112439380527613,0.0,0.0,0.0,0.0,40.45626987839289,0.0,0.0,0.0
ball_yellow_purple_t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ball_yellow_purple_t4,0.0,0.0,0.0,0.0,0.0,14.43475345719888,73.9144184284697,9.786740516993932,0.0,0.0
ball_yellow_purple_t5,0.0,0.0,0.0,0.0,0.0,0.0,21.225490077773973,0.0,0.0,0.0
basket_cylinder_t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basket_cylinder_t2,0.0,0.0,0.0,0.0,0.0,0.0,68.28122776945798,0.0,0.0,0.0
basket_cylinder_t3,0.0,0.0,0.0,0.0,0.0,8.495114020066246,101.36945870412733,2.111498282174295,0.0,0.0
