ball_base_t1,0.000296,0.004836,0.000791,0.003958,0.000378,0.003175,0.000521,0.003119,0.000604,0.032552,-0.001342,0.028947,0.001553,0.018023,-0.000955,0.020112,0.006874,0.032250,-0.000665,0.024957,0.003568,0.019142,-0.001914,0.016993,0.000705,0.003318,-0.000444,0.003410,0.000531,0.002513,-0.000615,0.002290,0.001282,0.033768,0.004203,0.027458,0.000214,0.019240,0.004033,0.020849,0.018504,0.243991,-0.031353,0.192280,0.021979,0.122440,0.000159,0.131475,0.037001,0.205769,0.015738,0.176520,0.008499,0.121311,-0.000742,0.111842,0.002635,0.025035,0.000572,0.018814,0.001299,0.016260,0.001884,0.015150,0.001089,0.028766,0.007121,0.027184,-0.000042,0.021933,0.001215,0.018510,0.005148,0.245107,-0.012890,0.183339,0.017132,0.124373,0.031629,0.138765,0.028076,0.202613,-0.007120,0.137631,0.022428,0.108123,0.015698,0.110367,0.004880,0.022464,0.002898,0.019290,0.001087,0.016744,0.001956,0.011877,0.000219,0.004410,0.000474,0.003415,0.000108,0.002935,0.000730,0.003090,-0.001749,0.032120,0.001923,0.024800,-0.001102,0.017932,0.004420,0.020182,0.004452,0.024397,0.000122,0.017478,0.001868,0.015674,0.003586,0.013317,0.000265,0.002615,0.000126,0.001803,0.000436,0.001924,0.000360,0.001583
ball_base_t2,-0.000746,0.003837,0.000710,0.003883,0.000238,0.003211,0.000268,0.003374,-0.002981,0.026996,0.000604,0.033846,-0.001238,0.023470,-0.005747,0.023343,-0.000934,0.031474,0.006516,0.031663,0.001657,0.021772,0.001030,0.020477,0.000021,0.003533,0.000325,0.003680,0.000539,0.003051,0.000080,0.002359,-0.005720,0.026116,0.005215,0.029562,0.002145,0.022236,0.001535,0.025678,-0.030841,0.183043,0.021025,0.210693,0.016926,0.147397,0.011539,0.147634,-0.027695,0.200261,0.068583,0.212509,-0.011673,0.135138,0.023492,0.133237,-0.002431,0.025681,0.002578,0.026162,-0.000988,0.018758,0.002781,0.018982,-0.001580,0.023823,0.004404,0.025137,0.001270,0.021049,0.001968,0.017220,-0.050828,0.192931,0.037601,0.202236,-0.007924,0.124890,0.035407,0.140369,-0.013189,0.187244,0.040355,0.192078,0.018477,0.123255,0.020627,0.131221,0.001454,0.025476,0.003193,0.019417,0.002168,0.019701,0.003881,0.014821,-0.000557,0.003242,0.000208,0.003209,0.000223,0.002759,0.000414,0.002908,-0.007612,0.027370,0.005744,0.027955,-0.001868,0.018921,0.006469,0.024425,0.000748,0.025621,0.005584,0.021694,0.001829,0.017006,0.005827,0.014915,-0.000273,0.002832,0.001084,0.002588,0.000068,0.002244,0.000898,0.001968
ball_base_t3,0.000025,0.003665,0.000514,0.003279,0.000367,0.003519,-0.000106,0.003053,0.002785,0.027463,-0.000180,0.027981,0.002879,0.023417,-0.005666,0.021353,0.005699,0.028665,-0.002779,0.024320,0.004893,0.020024,-0.004875,0.017911,0.000497,0.002830,0.000043,0.002618,0.000322,0.002222,-0.000739,0.001871,0.003452,0.025515,0.003086,0.024426,0.006141,0.024252,-0.002170,0.020443,0.033412,0.195921,-0.013525,0.184306,0.037521,0.139632,-0.022662,0.131303,0.032344,0.193349,0.005858,0.168616,0.023779,0.126720,-0.009201,0.111798,0.001337,0.022078,-0.000241,0.015818,0.004569,0.015997,-0.000385,0.013302,-0.000131,0.023929,0.000788,0.024341,0.004967,0.022920,-0.002334,0.022445,0.029879,0.196634,-0.003169,0.187705,0.038116,0.162934,-0.017697,0.138385,0.046961,0.186709,-0.009501,0.152570,0.047212,0.140973,-0.014496,0.112233,0.003676,0.019222,0.001866,0.014980,0.005595,0.016828,-0.000316,0.012790,0.000721,0.003161,-0.000349,0.003185,0.001286,0.003784,-0.000759,0.002973,0.005979,0.029780,0.000013,0.024359,0.009081,0.026303,-0.002495,0.019672,0.003963,0.021294,0.000468,0.018117,0.005714,0.017896,-0.000029,0.015575,0.000341,0.002447,0.000453,0.002004,0.000657,0.002272,0.000162,0.001551
ball_base_t4,-0.000804,0.003250,0.000530,0.003868,-0.000177,0.002553,-0.000074,0.002770,-0.004334,0.029217,0.004166,0.027993,0.000774,0.020368,-0.002130,0.022155,0.000254,0.030351,0.008946,0.031977,0.002123,0.022225,-0.002194,0.016871,0.000202,0.003216,0.000189,0.002903,0.000783,0.003280,-0.000645,0.002526,-0.007713,0.029901,0.003980,0.024173,0.003065,0.018731,0.004557,0.020179,-0.038818,0.202396,0.034660,0.168641,0.018710,0.128811,0.025967,0.128185,-0.033012,0.208184,0.083774,0.207041,-0.017222,0.144578,0.024084,0.128061,-0.002053,0.022652,0.005657,0.023123,-0.003158,0.019927,0.000854,0.018872,-0.003142,0.025299,0.006709,0.026015,0.002107,0.019370,0.002297,0.017965,-0.057666,0.186322,0.044279,0.165768,-0.003180,0.122144,0.039961,0.149444,-0.023983,0.202946,0.033765,0.180209,0.011922,0.137282,0.030410,0.132988,0.002983,0.023438,0.005408,0.018701,0.003527,0.021010,0.003227,0.013542,-0.000704,0.003114,0.000880,0.003580,-0.000626,0.002708,0.000243,0.002617,-0.005901,0.022510,0.005293,0.023352,-0.004430,0.019642,0.003224,0.019474,-0.002669,0.023473,0.006210,0.021687,-0.001732,0.019993,0.005999,0.017680,-0.000041,0.002727,0.001037,0.002575,0.000475,0.002817,0.000832,0.002335
ball_base_t5,-0.000049,0.004038,0.000485,0.003853,0.000304,0.004040,-0.000315,0.003452,0.003431,0.033298,-0.002040,0.027662,0.002713,0.022082,-0.003402,0.022075,0.006636,0.028982,-0.002149,0.022255,0.002414,0.020575,-0.004421,0.016447,0.000949,0.003315,-0.000307,0.002838,0.000759,0.002790,-0.000531,0.002104,0.004569,0.032833,0.003863,0.028410,0.001734,0.026911,0.001326,0.023244,0.033917,0.224665,-0.035491,0.186425,0.039590,0.137009,-0.020450,0.151119,0.033587,0.182837,0.007089,0.159221,0.012613,0.141459,-0.010098,0.123750,0.004471,0.021975,-0.000578,0.018064,0.004045,0.018230,-0.001233,0.014388,0.005096,0.027544,0.002700,0.024577,0.003547,0.022318,-0.001433,0.019102,0.031086,0.219405,-0.012892,0.172320,0.031096,0.141803,-0.004160,0.137932,0.030218,0.189014,-0.009617,0.120115,0.048166,0.132238,0.000218,0.112840,0.005252,0.021045,0.001348,0.015392,0.003787,0.015454,-0.000243,0.012057,0.001034,0.004111,-0.000146,0.003093,0.001038,0.003663,0.000290,0.002818,0.003125,0.027794,-0.000813,0.022018,0.003126,0.020928,-0.000404,0.017541,0.005317,0.023017,0.001236,0.015780,0.004035,0.017637,0.001249,0.013607,0.000356,0.002324,0.000002,0.001641,0.000734,0.002226,0.000365,0.001403
ball_basket_t1,0.000125,0.003875,0.000073,0.002870,0.000208,0.002290,0.000194,0.002561,0.004071,0.026479,-0.002898,0.024639,0.000461,0.016002,-0.002740,0.015753,0.008945,0.029198,-0.004407,0.022002,0.005177,0.018071,-0.003576,0.015937,0.001076,0.003023,-0.000557,0.002739,0.000716,0.002515,-0.000586,0.002149,0.000229,0.028154,0.001508,0.024341,0.000292,0.019863,0.000821,0.018887,0.043896,0.223041,-0.039293,0.166895,0.032802,0.114867,-0.013035,0.118256,0.048502,0.201938,-0.002271,0.168646,0.017334,0.110853,-0.005734,0.098041,0.004030,0.021554,-0.002127,0.016391,0.002725,0.013878,-0.001510,0.012496,0.000603,0.027328,0.005016,0.028410,0.001714,0.022686,-0.000358,0.019608,0.019308,0.234644,-0.011817,0.183529,0.018543,0.127139,0.006629,0.138517,0.057103,0.203319,-0.027217,0.158033,0.029003,0.125163,-0.008670,0.115420,0.004083,0.018147,-0.001316,0.013399,0.004770,0.015190,-0.000996,0.011613,0.000673,0.003982,0.000410,0.004061,0.000433,0.003324,-0.000127,0.002838,0.005032,0.032116,-0.000325,0.026502,0.007842,0.024713,-0.000147,0.018891,0.005188,0.026736,-0.000158,0.018047,0.006480,0.019329,0.003562,0.015379,0.000031,0.002550,-0.000045,0.001950,0.000424,0.002134,0.000414,0.001993
ball_basket_t2,-0.000442,0.003743,0.000682,0.002917,0.000212,0.002670,0.000006,0.002713,-0.001634,0.026816,-0.000034,0.023419,0.003723,0.018174,-0.003585,0.018354,0.004001,0.024969,-0.000172,0.023152,0.003459,0.016909,-0.004943,0.014193,0.000773,0.002872,-0.000085,0.002345,0.000908,0.002418,-0.000508,0.001840,-0.001632,0.025759,0.005129,0.027207,0.004417,0.023631,0.003393,0.021528,0.014240,0.198549,-0.023055,0.165966,0.056374,0.142092,-0.020694,0.139647,0.007257,0.173402,0.015457,0.151522,0.024794,0.127240,0.001348,0.123827,0.003016,0.019158,0.000618,0.016033,0.005384,0.016538,-0.001254,0.014848,-0.000276,0.024526,0.003121,0.023748,0.001597,0.022472,-0.002850,0.019507,0.001614,0.189242,-0.004489,0.169194,0.025587,0.132095,-0.005124,0.133528,0.026699,0.172200,0.001292,0.144329,0.043446,0.131112,-0.011414,0.114358,0.002554,0.018027,-0.001531,0.014177,0.008098,0.016574,-0.001965,0.013599,0.000485,0.003646,0.000205,0.003462,0.000823,0.003617,-0.000432,0.003083,0.001806,0.027377,0.000392,0.022902,0.001759,0.018238,-0.003203,0.020014,0.002111,0.021379,0.001829,0.018211,0.002183,0.017384,0.000556,0.016413,0.000090,0.002359,0.000246,0.001910,0.000888,0.002176,0.000155,0.002023
ball_basket_t3,-0.000421,0.003565,0.000634,0.002921,0.000238,0.002561,0.000106,0.002389,-0.001554,0.027891,-0.000642,0.025102,-0.000215,0.015133,-0.001707,0.017441,0.004596,0.026601,0.000317,0.024191,0.001429,0.014890,-0.002797,0.014030,0.000747,0.002487,-0.000428,0.002635,0.000214,0.001911,-0.000760,0.001681,0.001401,0.026360,0.005580,0.024447,0.001240,0.023135,0.001185,0.016810,0.015779,0.212427,-0.023280,0.180192,0.022127,0.123498,-0.005542,0.120271,0.027664,0.196745,-0.002803,0.177308,0.007715,0.112793,0.005673,0.107221,0.002409,0.021539,0.000609,0.016446,0.001873,0.015538,-0.000317,0.014447,-0.001822,0.023919,0.005668,0.026358,-0.001014,0.019068,-0.000233,0.017310,0.012622,0.211243,0.002141,0.193670,0.005720,0.130757,0.000837,0.126807,0.031551,0.200680,-0.024466,0.171808,0.022138,0.119742,-0.007378,0.113862,0.003754,0.019485,0.002698,0.014835,0.003717,0.017448,0.001881,0.010406,0.000803,0.003521,0.000143,0.003303,0.000413,0.002886,-0.000288,0.002379,0.004442,0.030553,0.001264,0.025338,0.001486,0.022049,0.000277,0.017890,0.001527,0.024312,0.001652,0.022250,0.001525,0.015695,0.004124,0.013680,0.000302,0.002761,0.000365,0.002346,0.000284,0.002094,0.000179,0.001730
ball_basket_t4,0.000098,0.003806,0.000239,0.003149,0.000673,0.002860,-0.000030,0.002853,-0.003642,0.030900,0.001199,0.026649,0.004925,0.019630,0.000146,0.021301,0.000277,0.028156,0.005760,0.029146,0.003054,0.021146,-0.001813,0.017903,0.000059,0.003240,-0.000182,0.003206,0.000859,0.002527,-0.000934,0.002302,0.001287,0.019071,0.001891,0.021309,0.007551,0.023380,-0.000586,0.017738,-0.009062,0.159930,-0.006091,0.146487,0.039598,0.142940,0.003657,0.148490,-0.019991,0.202036,0.040828,0.177713,0.001526,0.159625,0.022218,0.151660,-0.001749,0.024394,0.001309,0.023652,0.003575,0.021945,0.002050,0.023723,0.001102,0.018599,-0.000162,0.020456,0.005272,0.020427,-0.003574,0.017135,-0.007380,0.127495,-0.009591,0.130573,0.018412,0.136054,-0.009836,0.130481,0.000878,0.182801,0.020169,0.159346,0.021713,0.149118,0.005274,0.133370,0.001105,0.022683,0.000194,0.020353,0.004900,0.021327,0.002571,0.018192,-0.000555,0.003362,-0.000793,0.002649,0.000904,0.002932,-0.000005,0.003561,-0.002349,0.021050,-0.000362,0.018378,0.003845,0.019179,-0.001694,0.020221,-0.000034,0.020822,0.005788,0.019725,0.003203,0.018666,0.002854,0.016017,0.000306,0.002607,0.000735,0.002328,0.000560,0.002478,0.000542,0.002117
ball_basket_t5,-0.000018,0.004529,0.000711,0.003650,-0.000159,0.002978,0.000233,0.003379,0.000961,0.030716,-0.001113,0.025870,-0.000612,0.016800,-0.000760,0.017931,0.006235,0.032024,-0.000784,0.023682,0.003471,0.016599,-0.001552,0.014527,0.000742,0.003149,-0.000457,0.003429,0.000349,0.002479,-0.000669,0.002232,0.001323,0.030744,0.003485,0.026512,0.000507,0.018428,0.002698,0.019484,0.020120,0.231006,-0.010014,0.182912,0.018629,0.112174,0.005277,0.124419,0.039687,0.213889,0.011392,0.177944,0.019184,0.125145,0.000341,0.111568,0.001376,0.023421,0.000064,0.017961,0.001301,0.015391,0.001528,0.015690,0.001701,0.025884,0.007273,0.027722,0.000730,0.020983,0.000059,0.016387,0.018639,0.231555,-0.001785,0.168992,0.019674,0.116885,0.017558,0.120494,0.037971,0.208153,-0.001462,0.148474,0.026551,0.104077,0.005712,0.099576,0.002920,0.019301,-0.002032,0.017812,0.003052,0.013864,0.001113,0.011572,0.000344,0.004645,0.000561,0.003519,0.000253,0.002942,0.000534,0.002727,0.001592,0.031787,0.002165,0.024995,-0.000034,0.016275,0.002221,0.016179,0.006307,0.024194,0.000150,0.018560,0.003089,0.014059,0.002780,0.010760,-0.000141,0.002157,0.000066,0.001634,0.000339,0.001578,0.000495,0.001505
