ball_base_t1,-0.000472,0.002844,-0.000579,0.002113,0.000158,0.000935,0.000327,0.001106,0.003146,0.028815,-0.006724,0.027073,-0.000652,0.010651,0.000018,0.014125,-0.004892,0.032918,-0.011999,0.032341,-0.000206,0.011775,0.003868,0.021272,-0.000511,0.004495,-0.000874,0.004385,-0.000538,0.003286,0.000832,0.003744,-0.000455,0.012865,-0.010320,0.018284,-0.000360,0.008339,-0.000477,0.014784,0.014706,0.184605,-0.068738,0.190833,0.004176,0.072118,-0.003343,0.125756,0.005071,0.224533,-0.070203,0.218706,0.012155,0.103394,-0.005358,0.137937,0.000646,0.033075,-0.004751,0.028510,-0.001095,0.021923,0.001937,0.025499,-0.001407,0.017517,-0.009421,0.014559,0.001605,0.006917,0.000908,0.011434,-0.040844,0.205704,-0.031581,0.183594,-0.003493,0.093121,0.024028,0.117631,0.043657,0.241167,-0.094298,0.236349,0.012121,0.123030,-0.013183,0.159839,0.005087,0.034370,-0.009394,0.026401,0.002898,0.021700,0.001076,0.021011,-0.000187,0.001914,-0.001098,0.002124,0.000156,0.000963,-0.000028,0.001598,-0.003514,0.028674,-0.007314,0.020249,-0.001233,0.011514,0.004353,0.020345,-0.001219,0.032562,-0.009935,0.032559,-0.000422,0.019141,0.000169,0.022932,-0.000619,0.005202,-0.000566,0.003753,-0.000739,0.003116,0.000725,0.003122
ball_base_t2,-0.000235,0.003060,-0.001152,0.002456,0.000110,0.001206,0.000194,0.001391,-0.005170,0.025138,-0.007226,0.025807,0.000318,0.012895,0.001905,0.017194,-0.002008,0.037201,-0.002747,0.037255,-0.002997,0.017435,0.005579,0.023567,-0.000373,0.005041,-0.000675,0.003519,0.000153,0.003488,0.001177,0.003544,0.002951,0.017098,-0.008295,0.014590,0.001883,0.009431,-0.002718,0.013132,0.003788,0.175025,-0.063448,0.166323,0.031539,0.096365,-0.012129,0.127487,0.005959,0.235310,-0.049210,0.197897,0.026043,0.131361,0.034479,0.161836,0.009196,0.031774,-0.002999,0.027692,-0.003499,0.028430,0.004166,0.023270,0.002469,0.016945,-0.004874,0.015320,-0.000028,0.011107,0.000474,0.011788,-0.040097,0.165348,-0.023304,0.170804,-0.005471,0.104199,0.022096,0.103376,0.027976,0.189400,-0.052478,0.219806,0.014607,0.143533,-0.021150,0.169341,0.002895,0.033203,-0.000264,0.028912,0.001388,0.023585,0.004826,0.025080,0.000251,0.003122,-0.000202,0.002280,0.000450,0.001426,0.000782,0.001865,-0.002934,0.025523,-0.005020,0.019305,-0.001959,0.014376,0.003274,0.015879,-0.001281,0.027569,-0.009687,0.029963,-0.001730,0.018097,0.002728,0.023255,0.001664,0.004517,0.000663,0.004503,-0.000482,0.003648,0.000451,0.002551
ball_base_t3,-0.001286,0.002564,0.001123,0.002869,-0.000253,0.001401,0.000458,0.002050,-0.008958,0.025871,-0.000532,0.025876,-0.000864,0.011678,-0.000718,0.017807,-0.002234,0.025491,-0.002970,0.030121,0.003005,0.015672,-0.005284,0.017882,0.000797,0.004227,-0.000687,0.003914,0.000694,0.002915,-0.000338,0.002814,-0.010353,0.020168,0.000005,0.015141,0.001814,0.009926,0.001803,0.015859,-0.068794,0.195049,0.012418,0.222239,0.003921,0.111559,0.007181,0.150154,-0.006951,0.183081,-0.005142,0.206696,0.045576,0.131150,-0.005082,0.150734,0.006137,0.023768,-0.013430,0.030641,0.009408,0.022847,-0.007099,0.021373,-0.008142,0.020291,0.001571,0.016389,-0.000519,0.010558,0.003370,0.015535,-0.104503,0.184412,0.068286,0.218342,-0.019720,0.123438,0.031684,0.140382,-0.046213,0.174915,0.000109,0.235450,-0.000798,0.109197,-0.005587,0.165772,-0.000693,0.027695,0.000410,0.030960,0.006923,0.023766,-0.002410,0.020527,-0.001077,0.002173,0.000642,0.001867,-0.000160,0.001650,0.000769,0.002038,-0.010322,0.029257,0.005351,0.024048,-0.001560,0.014960,0.004246,0.021239,-0.008560,0.026009,0.002274,0.033699,0.000412,0.018536,0.002382,0.021040,-0.000107,0.003244,-0.000127,0.004308,0.001195,0.003063,-0.000368,0.002589
ball_base_t4,-0.000725,0.002220,-0.000607,0.001350,0.000251,0.000710,0.000590,0.001060,-0.007312,0.027916,-0.000369,0.020896,-0.002121,0.010597,0.002394,0.013451,-0.001577,0.033503,-0.004439,0.036137,-0.003878,0.010806,0.000402,0.017574,0.000396,0.004679,-0.001740,0.003476,0.000047,0.001750,0.000073,0.002073,0.001892,0.010814,-0.007404,0.011359,0.000621,0.003964,-0.003520,0.008595,0.007685,0.166717,-0.063865,0.170424,0.006086,0.063358,-0.007168,0.088428,-0.037921,0.270030,-0.018166,0.225787,-0.000051,0.114557,0.009093,0.142978,0.010740,0.032097,-0.012621,0.033432,0.001032,0.018762,-0.001091,0.017554,-0.001245,0.010569,-0.005502,0.010525,0.000400,0.005385,0.001837,0.006278,-0.024889,0.172950,-0.040714,0.154405,-0.000016,0.070477,0.015908,0.089650,-0.007147,0.252761,-0.070920,0.243509,-0.009439,0.114415,-0.002581,0.143264,0.004984,0.038685,-0.005426,0.036324,-0.001757,0.022304,-0.005370,0.023944,-0.000221,0.001847,-0.000539,0.001609,0.000284,0.000749,-0.000023,0.000934,-0.000861,0.024970,-0.010013,0.019139,-0.000076,0.007382,0.001442,0.012576,-0.002383,0.035011,-0.013971,0.041456,-0.001884,0.016273,0.000070,0.020693,0.000191,0.007454,0.001004,0.005111,-0.000725,0.003132,0.001629,0.003213
ball_base_t5,-0.000882,0.002300,-0.000651,0.002117,-0.000217,0.001053,-0.000273,0.001842,0.002391,0.023375,-0.009650,0.026114,0.001247,0.009183,-0.001839,0.014299,-0.003061,0.028117,-0.013065,0.040369,-0.001481,0.012685,-0.003072,0.020983,0.000888,0.005853,-0.001083,0.003721,0.000784,0.002513,0.000748,0.002638,-0.001785,0.016856,-0.006915,0.016685,-0.000114,0.007800,-0.001620,0.013460,0.024128,0.181012,-0.092257,0.204862,0.011174,0.086644,-0.024817,0.116679,-0.026282,0.213431,-0.044679,0.220567,0.007588,0.098753,0.012366,0.130782,0.008577,0.037551,-0.001063,0.032077,0.001910,0.029829,0.000358,0.023849,-0.001629,0.016544,-0.008029,0.015008,0.001193,0.007697,0.001594,0.011788,-0.040151,0.198065,-0.035847,0.192469,-0.002868,0.098131,0.015142,0.126504,0.020440,0.217067,-0.042874,0.228105,0.020440,0.137714,-0.018160,0.140334,0.007526,0.041839,-0.007366,0.032728,0.008714,0.026995,0.002174,0.022519,0.000256,0.002120,-0.001307,0.002063,0.000332,0.000980,-0.000126,0.001579,-0.005732,0.029632,-0.007055,0.024102,0.000185,0.014631,0.006410,0.023113,0.000510,0.034239,-0.005800,0.033196,-0.000815,0.021187,0.003369,0.021657,0.000204,0.005209,0.001011,0.005554,-0.000004,0.003861,0.000658,0.003004
ball_basket_t1,-0.000906,0.002356,0.001608,0.003448,-0.001032,0.002052,-0.000090,0.002052,-0.006141,0.023238,-0.002334,0.027873,0.000881,0.010943,-0.002843,0.022522,0.001176,0.018390,-0.009292,0.026819,0.004603,0.018000,-0.002695,0.020447,0.001143,0.004387,-0.000956,0.003005,0.001054,0.003421,-0.000121,0.002958,-0.014933,0.022691,0.005937,0.019132,0.000259,0.012880,0.002949,0.019523,-0.093201,0.172682,0.026193,0.212391,0.003404,0.116851,0.005099,0.162906,-0.019219,0.144844,-0.018505,0.188594,-0.000724,0.146271,-0.005357,0.155473,0.015542,0.036005,-0.002429,0.025554,0.005485,0.023544,-0.001435,0.019248,-0.011558,0.021908,0.005058,0.017809,0.001616,0.013324,0.002479,0.016821,-0.081217,0.157763,0.047253,0.182624,0.011390,0.128183,0.013926,0.135374,-0.037902,0.169421,-0.014542,0.157913,0.044257,0.132689,0.004708,0.165766,0.002868,0.036183,0.010446,0.029452,0.000479,0.032012,0.003891,0.020131,-0.000470,0.002041,0.001062,0.002346,0.000188,0.001526,0.000327,0.001239,-0.006537,0.017893,0.003174,0.011102,0.001077,0.013020,0.002971,0.012269,-0.012733,0.023605,-0.002935,0.023853,-0.001284,0.013257,0.001343,0.019740,-0.000428,0.004867,0.001842,0.005061,-0.000515,0.003775,0.001084,0.003249
ball_basket_t2,-0.000736,0.002662,-0.001071,0.002315,0.000166,0.000866,0.000274,0.001968,0.002162,0.026427,-0.010029,0.025136,-0.000738,0.009135,0.000005,0.017557,0.002149,0.031670,-0.013265,0.035373,-0.001344,0.012128,0.001561,0.017679,-0.000331,0.004048,-0.000939,0.004296,0.000100,0.003638,0.000606,0.002772,-0.000394,0.013343,-0.014537,0.020151,0.001334,0.007263,-0.004558,0.012809,0.009753,0.185815,-0.084902,0.196360,0.008264,0.075772,-0.019526,0.120239,0.021191,0.207727,-0.063109,0.213809,0.016178,0.115045,0.000509,0.127033,0.003450,0.028130,-0.005221,0.033659,-0.004414,0.022331,0.000480,0.024902,-0.001760,0.021118,-0.005371,0.014149,0.000605,0.008875,0.003554,0.011521,-0.059518,0.190533,-0.029021,0.175131,-0.010331,0.100289,0.037996,0.122918,0.020587,0.203480,-0.057476,0.220089,0.002217,0.123759,-0.003322,0.148890,-0.000644,0.033282,-0.006832,0.031574,0.000363,0.021764,0.000866,0.025927,-0.000031,0.002252,-0.001254,0.002355,0.000236,0.000830,0.000105,0.001754,-0.004305,0.028269,-0.010504,0.023701,-0.001692,0.010111,0.006433,0.019657,-0.003572,0.030886,-0.007081,0.036095,-0.008340,0.020691,0.005156,0.023797,-0.000171,0.004978,-0.000193,0.004671,-0.000409,0.003219,0.001319,0.003610
ball_basket_t3,-0.001356,0.002728,-0.000386,0.001578,0.000136,0.000990,0.000629,0.001423,0.001794,0.026114,-0.008597,0.025967,0.000456,0.009995,0.001606,0.016579,-0.000869,0.029141,-0.012726,0.038155,-0.002132,0.012817,0.000215,0.019518,0.000419,0.004628,-0.001157,0.004131,0.000075,0.002610,0.000422,0.002921,-0.004163,0.011779,-0.011148,0.015450,0.000293,0.006634,-0.001277,0.012266,0.015699,0.192388,-0.071936,0.183081,0.007167,0.073336,-0.002674,0.112263,-0.003895,0.225966,-0.102616,0.240270,0.008824,0.098146,-0.004589,0.130410,0.009079,0.040047,-0.005823,0.032418,-0.000432,0.021475,-0.001279,0.023645,-0.000667,0.014665,-0.003943,0.012350,-0.000385,0.008503,0.002893,0.009054,-0.046148,0.185176,-0.061563,0.182467,-0.006373,0.073390,0.024796,0.116387,0.018286,0.217407,-0.110801,0.246084,0.002316,0.095961,-0.021022,0.154539,0.011181,0.040559,-0.005287,0.034986,0.000293,0.022384,0.001937,0.022369,-0.000070,0.001838,-0.001264,0.001929,0.000202,0.000849,-0.000031,0.001677,-0.005358,0.030319,-0.010710,0.022694,-0.001748,0.009840,0.003174,0.018290,-0.003773,0.033406,-0.011675,0.034099,-0.003822,0.018421,0.004817,0.025241,0.000639,0.005586,0.000259,0.004865,-0.000535,0.003023,0.000807,0.003218
ball_basket_t4,-0.000487,0.001904,0.000114,0.001554,0.000026,0.001153,0.000410,0.001326,-0.010336,0.025485,-0.004159,0.020723,0.001698,0.011714,0.004108,0.014535,-0.000501,0.030628,-0.002032,0.032188,-0.001406,0.013166,0.003217,0.015817,0.001648,0.005005,0.000173,0.003639,0.000472,0.004184,0.000084,0.001642,0.000126,0.009388,-0.004619,0.012816,0.001739,0.012867,-0.004996,0.013491,-0.007182,0.148084,-0.033090,0.151140,0.015462,0.128430,-0.011364,0.115284,-0.072754,0.247548,-0.023701,0.221021,-0.011586,0.113504,0.026609,0.168480,0.020009,0.038940,0.002478,0.027357,-0.001938,0.024323,0.000517,0.014403,-0.000395,0.014136,0.000359,0.013028,-0.000289,0.011766,0.003255,0.011589,-0.034629,0.124172,-0.012010,0.148806,-0.009701,0.107712,0.017826,0.096032,-0.055793,0.219577,-0.048010,0.204125,-0.000615,0.121855,-0.006009,0.154913,0.009991,0.038282,0.005538,0.030612,-0.004061,0.032317,0.003312,0.027963,-0.000324,0.002162,0.000649,0.001770,-0.000328,0.001761,0.000790,0.001668,-0.005461,0.018835,-0.004410,0.019383,-0.000716,0.015536,0.000668,0.015247,-0.005020,0.030701,-0.008298,0.024745,0.001526,0.022651,0.003321,0.021733,0.001714,0.005284,0.002098,0.003926,-0.000871,0.005595,0.001039,0.002804
ball_basket_t5,-0.000886,0.002945,-0.001014,0.002101,0.000202,0.000897,0.000602,0.001699,0.000121,0.025900,-0.008295,0.024504,0.001168,0.008859,0.001471,0.014737,-0.000078,0.029579,-0.010143,0.038760,-0.001272,0.012207,0.001886,0.020269,-0.000211,0.004759,-0.001063,0.004145,-0.000110,0.003147,0.000661,0.003190,-0.001032,0.015361,-0.008763,0.012966,0.001752,0.005982,-0.001242,0.014588,0.009157,0.178955,-0.069287,0.186573,0.001231,0.075475,-0.007114,0.129176,-0.003375,0.223801,-0.079744,0.231403,0.004318,0.093405,-0.003540,0.136011,0.003071,0.035349,-0.003608,0.035628,-0.002724,0.022586,-0.000213,0.024921,0.001328,0.013593,-0.002447,0.011142,-0.000807,0.009835,0.001559,0.010008,-0.057250,0.191448,-0.052062,0.174985,-0.006239,0.073246,0.031873,0.122117,0.007194,0.220535,-0.078335,0.220864,0.001934,0.099882,-0.012889,0.149550,0.003416,0.033588,-0.006452,0.035771,-0.002394,0.020507,0.000479,0.024937,-0.000090,0.001979,-0.000624,0.001626,0.000161,0.000827,0.000957,0.001875,-0.006166,0.028176,-0.008119,0.021052,-0.002843,0.010746,0.006590,0.021404,-0.006197,0.032454,-0.009727,0.035249,-0.005737,0.017485,0.004451,0.026960,-0.000569,0.005157,-0.000218,0.004489,-0.000614,0.002720,0.000966,0.003219
